iter	Passed	Remaining
1564	52837	14686
1565	52877	14654
1566	52918	14622
1567	52951	14588
1568	52990	14556
1569	53029	14523
1570	53074	14493
1571	53113	14460
1572	53150	14427
1573	53181	14393
1574	53217	14360
1575	53265	14330
1576	53307	14298
1577	53344	14265
1578	53382	14233
1579	53416	14199
1580	53450	14165
1581	53488	14132
1582	53527	14100
1583	53564	14067
1584	53604	14035
1585	53654	14005
1586	53684	13970
1587	53709	13934
1588	53732	13897
1589	53756	13861
1590	53781	13825
1591	53810	13790
1592	53839	13755
1593	53866	13720
1594	53891	13684
1595	53916	13648
1596	53940	13611
1597	53964	13575
1598	53992	13540
1599	54025	13506
1600	54056	13472
1601	54085	13436
1602	54124	13404
1603	54157	13370
1604	54183	13334
1605	54208	13298
1606	54235	13263
1607	54282	13233
1608	54325	13201
1609	54363	13168
1610	54396	13134
1611	54428	13100
1612	54461	13066
1613	54493	13032
1614	54522	12997
1615	54554	12963
1616	54583	12928
1617	54612	12893
1618	54644	12859
1619	54673	12824
1620	54715	12792
1621	54754	12760
1622	54787	12726
1623	54834	12695
1624	54891	12667
1625	54954	12640
1626	55003	12609
1627	55047	12578
1628	55103	12549
1629	55169	12523
1630	55213	12491
1631	55267	12462
1632	55301	12428
1633	55330	12393
1634	55361	12358
1635	55396	12325
1636	55439	12293
1637	55481	12261
1638	55510	12226
1639	55538	12191
1640	55565	12155
1641	55589	12120
1642	55612	12083
1643	55639	12048
1644	55663	12012
1645	55693	11977
1646	55720	11942
1647	55746	11907
1648	55770	11871
1649	55806	11837
1650	55845	11804
1651	55886	11772
1652	55915	11737
1653	55944	11703
1654	55976	11668
1655	56008	11634
1656	56038	11600
1657	56068	11565
1658	56155	11542
